month	carrier	airport	arr_delay	weather_delay	nas_delay
2	WN	MAF	very_long	long	very_long	Delayed
2	WN	PVD	very_long	very_long	very_long	Delayed
2	WN	SAN	nan	very_long	very_long	Delayed
2	YV	IAD	very_long	very_long	very_long	Delayed
2	YV	MSP	very_long	no_delay	very_long	Delayed
2	YV	RNO	no_delay	no_delay	no_delay	OnTime
2	YV	SBN	very_long	long	long	Delayed
2	YX	GSP	very_long	no_delay	very_long	Delayed
2	YX	LIT	very_long	no_delay	long	Delayed
2	YX	MCI	very_long	long	very_long	Delayed
2	YX	PBI	long	no_delay	medium	OnTime
2	YX	SCE	medium	no_delay	no_delay	OnTime
2	YX	TVC	long	no_delay	long	OnTime
2	ZW	BHM	very_long	short	long	Delayed
2	ZW	BMI	very_long	long	long	Delayed
2	ZW	CVG	very_long	very_long	very_long	Delayed
1	G4	FSD	very_long	medium	very_long	Delayed
1	G4	TUL	long	no_delay	no_delay	OnTime
1	G7	RIC	very_long	medium	very_long	Delayed
1	G7	SCE	very_long	short	long	Delayed
1	HA	OAK	very_long	no_delay	no_delay	Delayed
1	HA	PPG	long	no_delay	no_delay	OnTime
1	MQ	AMA	very_long	long	very_long	Delayed
1	MQ	BDL	very_long	medium	long	Delayed
1	MQ	BMI	very_long	very_long	medium	Delayed
1	MQ	BRO	very_long	long	long	Delayed
1	MQ	BWI	short	no_delay	no_delay	OnTime
1	MQ	GCK	very_long	very_long	long	Delayed
1	MQ	JAN	very_long	short	long	Delayed
1	MQ	MCI	very_long	very_long	very_long	Delayed
1	NK	SMF	very_long	no_delay	long	Delayed
1	OH	AVL	very_long	short	very_long	Delayed
1	OH	ECP	very_long	short	long	Delayed
1	OH	PWM	very_long	long	very_long	Delayed
1	OH	SAV	very_long	very_long	very_long	Delayed
1	OO	BOI	very_long	very_long	very_long	Delayed
1	OO	BRO	very_long	very_long	long	Delayed
1	OO	ESC	very_long	very_long	medium	Delayed
1	OO	GPT	very_long	no_delay	no_delay	Delayed
1	OO	HPN	very_long	very_long	very_long	Delayed
1	OO	IAH	nan	very_long	very_long	Delayed
1	OO	IND	very_long	long	long	Delayed
1	OO	LNK	very_long	very_long	very_long	Delayed
1	OO	PSC	very_long	very_long	very_long	Delayed
1	OO	SGF	very_long	very_long	very_long	Delayed
1	OO	SLN	very_long	no_delay	long	Delayed
1	OO	TWF	very_long	long	medium	Delayed
1	PT	CMH	very_long	medium	very_long	Delayed
1	9E	ATL	nan	very_long	very_long	Delayed
1	9E	BGR	very_long	no_delay	medium	Delayed
1	9E	BTR	very_long	long	long	Delayed
1	9E	GRB	long	medium	no_delay	OnTime
1	9E	GRR	very_long	medium	very_long	Delayed
1	9E	MLI	very_long	no_delay	very_long	Delayed
1	9E	TPA	no_delay	no_delay	no_delay	OnTime
1	9E	XNA	very_long	very_long	very_long	Delayed
1	AA	AMA	long	no_delay	short	OnTime
1	AA	BFL	very_long	short	medium	Delayed
1	AA	BUF	very_long	short	long	Delayed
1	AA	MRY	very_long	very_long	very_long	Delayed
1	AA	ONT	very_long	long	very_long	Delayed
1	AA	SAN	very_long	very_long	very_long	Delayed
1	AA	SYR	very_long	medium	long	Delayed
1	AS	BET	very_long	medium	very_long	Delayed
1	AS	BWI	very_long	no_delay	medium	Delayed
1	AS	FAI	very_long	very_long	very_long	Delayed
1	AS	HNL	very_long	long	very_long	Delayed
1	AS	OGG	very_long	very_long	very_long	Delayed
1	B6	BNA	very_long	short	long	Delayed
1	B6	MCO	nan	very_long	very_long	Delayed
1	B6	SRQ	very_long	no_delay	very_long	Delayed
1	C5	HSV	very_long	medium	very_long	Delayed
1	DL	RSW	very_long	very_long	very_long	Delayed
1	DL	TVC	very_long	no_delay	medium	Delayed
1	G4	BGR	medium	no_delay	short	OnTime
1	G4	BOS	medium	no_delay	short	OnTime
1	PT	FWA	very_long	very_long	very_long	Delayed
1	PT	PWM	very_long	no_delay	medium	Delayed
1	PT	STL	very_long	short	long	Delayed
1	QX	ABQ	very_long	no_delay	medium	Delayed
1	QX	BIL	very_long	medium	long	Delayed
1	QX	EAT	very_long	medium	long	Delayed
1	QX	STS	very_long	very_long	no_delay	Delayed
1	QX	YKM	very_long	no_delay	long	Delayed
1	UA	ATL	very_long	very_long	very_long	Delayed
1	UA	EYW	very_long	no_delay	very_long	Delayed
1	UA	MCO	nan	very_long	very_long	Delayed
1	UA	MDT	very_long	short	long	Delayed
1	UA	MFE	very_long	no_delay	short	Delayed
1	UA	SBN	no_delay	no_delay	no_delay	OnTime
1	YV	MSP	very_long	no_delay	long	Delayed
1	YV	PIT	very_long	long	medium	Delayed
1	YX	GSP	very_long	no_delay	very_long	Delayed
1	YX	ORD	nan	very_long	very_long	Delayed
1	YX	RIC	very_long	short	very_long	Delayed
1	ZW	CVG	very_long	very_long	very_long	Delayed
1	ZW	EVV	very_long	long	long	Delayed
1	ZW	RST	very_long	very_long	very_long	Delayed
12	MQ	ICT	very_long	long	very_long	Delayed
12	MQ	MOB	very_long	long	long	Delayed
12	MQ	XNA	very_long	very_long	very_long	Delayed
12	NK	DFW	nan	long	very_long	Delayed
12	NK	MSP	very_long	medium	long	Delayed
12	NK	ORF	very_long	no_delay	very_long	Delayed
12	NK	PIT	very_long	no_delay	very_long	Delayed
12	NK	PNS	very_long	no_delay	long	Delayed
12	NK	SJU	very_long	long	very_long	Delayed
12	NK	STL	very_long	no_delay	long	Delayed
12	OH	ABE	very_long	medium	long	Delayed
12	OH	ALB	very_long	medium	long	Delayed
12	OO	ACT	very_long	very_long	long	Delayed
12	OO	BPT	very_long	very_long	short	Delayed
12	OO	CAK	very_long	long	very_long	Delayed
12	OO	FAR	very_long	very_long	very_long	Delayed
12	OO	LAN	very_long	very_long	long	Delayed
12	OO	LBL	very_long	long	short	Delayed
12	OO	MBS	very_long	very_long	very_long	Delayed
12	OO	MFE	very_long	very_long	medium	Delayed
12	OO	MRY	very_long	very_long	very_long	Delayed
12	OO	MTJ	very_long	long	very_long	Delayed
12	OO	RIC	very_long	very_long	very_long	Delayed
12	OO	TVC	very_long	medium	long	Delayed
12	OO	YUM	very_long	very_long	long	Delayed
12	PT	ART	very_long	very_long	medium	Delayed
12	PT	GSP	very_long	medium	long	Delayed
12	QX	LAS	very_long	medium	very_long	Delayed
12	QX	OME	long	no_delay	no_delay	OnTime
12	QX	SLC	no_delay	no_delay	no_delay	OnTime
12	UA	CMH	very_long	no_delay	very_long	Delayed
12	UA	HDN	very_long	no_delay	very_long	Delayed
12	UA	RAP	very_long	no_delay	no_delay	Delayed
12	UA	TYS	very_long	no_delay	medium	Delayed
12	WN	BOI	very_long	no_delay	very_long	Delayed
12	WN	ITO	very_long	no_delay	medium	Delayed
12	WN	MAF	very_long	long	very_long	Delayed
12	YV	ATL	very_long	no_delay	long	Delayed
12	YV	BHM	very_long	no_delay	long	Delayed
12	YV	JAX	long	no_delay	long	OnTime
12	9E	GRR	very_long	no_delay	long	Delayed
12	9E	LEX	very_long	medium	medium	Delayed
12	9E	MGM	very_long	no_delay	long	Delayed
12	9E	VLD	very_long	very_long	medium	Delayed
12	AA	ANC	very_long	very_long	no_delay	Delayed
12	AA	EYW	very_long	very_long	very_long	Delayed
12	AA	LGA	nan	very_long	very_long	Delayed
12	AA	MFE	very_long	very_long	very_long	Delayed
12	AA	MIA	nan	very_long	nan	Delayed
12	AA	MTJ	very_long	medium	long	Delayed
12	AA	PHL	nan	very_long	very_long	Delayed
12	AA	SEA	very_long	very_long	very_long	Delayed
12	AA	SLC	very_long	very_long	very_long	Delayed
12	AA	TUS	very_long	very_long	very_long	Delayed
12	AS	LAS	very_long	long	very_long	Delayed
12	AS	ORD	very_long	medium	very_long	Delayed
12	AS	OTZ	very_long	medium	medium	Delayed
12	AS	PSP	very_long	no_delay	very_long	Delayed
12	AS	RDM	long	no_delay	medium	OnTime
12	B6	JFK	nan	very_long	nan	Delayed
12	B6	RDU	very_long	long	very_long	Delayed
12	C5	AVP	very_long	long	long	Delayed
12	C5	CHO	very_long	very_long	very_long	Delayed
12	C5	LRD	very_long	long	long	Delayed
12	C5	PVD	very_long	no_delay	short	Delayed
12	C5	ROC	very_long	very_long	long	Delayed
12	DL	BHM	very_long	long	very_long	Delayed
12	DL	DSM	very_long	medium	medium	Delayed
12	DL	DTW	nan	very_long	very_long	Delayed
12	DL	LAX	nan	very_long	very_long	Delayed
12	DL	LGA	nan	very_long	very_long	Delayed
12	DL	ORF	very_long	no_delay	very_long	Delayed
12	DL	TRI	medium	no_delay	no_delay	OnTime
12	F9	CLE	nan	very_long	very_long	Delayed
12	F9	IAH	very_long	long	very_long	Delayed
12	F9	SJU	nan	long	very_long	Delayed
12	G4	CKB	very_long	no_delay	short	Delayed
12	G4	GSO	medium	no_delay	short	OnTime
12	G4	IND	very_long	short	very_long	Delayed
12	G4	PIA	very_long	very_long	very_long	Delayed
12	G4	RAP	very_long	medium	medium	Delayed
12	G4	XNA	very_long	medium	very_long	Delayed
12	G7	BHM	very_long	no_delay	very_long	Delayed
12	G7	LEX	very_long	very_long	long	Delayed
12	G7	MEM	very_long	no_delay	long	Delayed
12	G7	PIA	very_long	no_delay	no_delay	Delayed
12	HA	LGB	very_long	no_delay	no_delay	Delayed
12	HA	SLC	long	no_delay	no_delay	OnTime
12	HA	SMF	very_long	medium	no_delay	Delayed
12	MQ	BUR	long	no_delay	short	OnTime
12	YX	EWR	nan	very_long	nan	Delayed
12	YX	EYW	very_long	long	very_long	Delayed
12	YX	OMA	very_long	short	long	Delayed
12	YX	RIC	very_long	medium	very_long	Delayed
12	YX	RST	long	no_delay	short	OnTime
12	YX	XNA	very_long	no_delay	very_long	Delayed
12	ZW	DAY	very_long	medium	very_long	Delayed
12	ZW	LAN	very_long	medium	long	Delayed
12	ZW	SGF	very_long	long	medium	Delayed
11	9E	BHM	long	no_delay	medium	OnTime
11	9E	DAY	long	no_delay	no_delay	OnTime
11	9E	DTW	very_long	very_long	very_long	Delayed
11	9E	MDT	no_delay	no_delay	no_delay	OnTime
11	9E	RIC	very_long	no_delay	medium	Delayed
11	AA	BDL	very_long	medium	very_long	Delayed
11	AA	BFL	very_long	medium	long	Delayed
11	AA	ICT	very_long	very_long	very_long	Delayed
11	AA	JAX	very_long	long	very_long	Delayed
11	AA	LIT	very_long	short	long	Delayed
11	AA	MEM	very_long	very_long	very_long	Delayed
11	AA	OKC	very_long	very_long	very_long	Delayed
11	AA	RSW	very_long	short	very_long	Delayed
11	AA	SRQ	very_long	very_long	very_long	Delayed
11	AS	BUR	very_long	short	very_long	Delayed
11	AS	IND	medium	no_delay	no_delay	OnTime
11	AS	LAX	very_long	long	very_long	Delayed
11	AS	MCI	long	no_delay	medium	OnTime
11	AS	SJC	very_long	no_delay	very_long	Delayed
11	AS	SMF	very_long	short	long	Delayed
11	B6	AUS	very_long	no_delay	long	Delayed
11	B6	CHS	very_long	no_delay	long	Delayed
11	B6	SYR	very_long	no_delay	long	Delayed
11	B6	TPA	very_long	no_delay	very_long	Delayed
11	C5	BHM	medium	no_delay	no_delay	OnTime
11	C5	BRO	very_long	short	long	Delayed
11	DL	DAB	very_long	no_delay	short	Delayed
11	DL	DTW	nan	very_long	very_long	Delayed
11	DL	JFK	nan	very_long	very_long	Delayed
11	DL	OGG	very_long	long	very_long	Delayed
11	DL	OKC	very_long	no_delay	long	Delayed
11	DL	OMA	very_long	no_delay	long	Delayed
11	DL	PBI	very_long	no_delay	very_long	Delayed
11	DL	PWM	very_long	no_delay	long	Delayed
11	F9	CHS	long	no_delay	no_delay	OnTime
11	F9	XNA	very_long	no_delay	very_long	Delayed
11	G4	FCA	long	no_delay	long	OnTime
11	G4	HGR	very_long	short	medium	Delayed
11	G7	CID	very_long	no_delay	long	Delayed
11	G7	DCA	very_long	no_delay	very_long	Delayed
11	G7	EWR	nan	very_long	nan	Delayed
11	G7	PIT	very_long	no_delay	long	Delayed
11	HA	ITO	very_long	short	short	Delayed
11	HA	PHX	very_long	no_delay	no_delay	Delayed
11	MQ	ATL	long	short	medium	OnTime
11	MQ	BDL	very_long	no_delay	long	Delayed
11	MQ	BIL	very_long	medium	long	Delayed
11	MQ	BOI	short	no_delay	no_delay	OnTime
11	MQ	GPT	very_long	medium	medium	Delayed
11	MQ	IAH	very_long	short	long	Delayed
11	MQ	MLU	very_long	long	very_long	Delayed
11	MQ	OMA	very_long	medium	medium	Delayed
11	MQ	SAV	very_long	no_delay	short	Delayed
11	NK	ABQ	long	no_delay	long	OnTime
11	NK	MKE	long	no_delay	medium	OnTime
11	OH	BNA	very_long	no_delay	very_long	Delayed
11	OH	DTW	very_long	no_delay	medium	Delayed
11	OH	ICT	very_long	long	very_long	Delayed
11	OH	MGM	very_long	short	long	Delayed
11	OO	BJI	very_long	no_delay	long	Delayed
11	OO	BLI	very_long	no_delay	medium	Delayed
11	OO	BRO	very_long	medium	short	Delayed
11	OO	BUF	very_long	medium	long	Delayed
11	OO	CMH	very_long	very_long	long	Delayed
11	OO	FSM	no_delay	no_delay	no_delay	OnTime
11	OO	HOB	very_long	long	very_long	Delayed
11	OO	LBL	very_long	very_long	long	Delayed
11	OO	MDW	very_long	very_long	very_long	Delayed
11	OO	MEM	very_long	no_delay	short	Delayed
11	OO	ROC	very_long	no_delay	no_delay	Delayed
11	OO	SLC	nan	very_long	very_long	Delayed
11	OO	STS	very_long	very_long	very_long	Delayed
11	OO	XNA	very_long	very_long	very_long	Delayed
11	UA	BUR	very_long	long	very_long	Delayed
11	UA	CID	very_long	long	very_long	Delayed
11	UA	ELP	very_long	medium	very_long	Delayed
11	UA	GUM	very_long	no_delay	long	Delayed
11	UA	IAD	nan	long	very_long	Delayed
11	UA	PHL	very_long	long	very_long	Delayed
11	WN	CRP	very_long	no_delay	medium	Delayed
11	WN	SLC	very_long	short	very_long	Delayed
11	WN	TUL	very_long	long	very_long	Delayed
11	YV	DSM	medium	no_delay	short	OnTime
11	YV	IAH	nan	very_long	very_long	Delayed
11	YV	IND	long	long	no_delay	OnTime
11	YV	SDF	very_long	no_delay	long	Delayed
11	YX	BNA	very_long	long	very_long	Delayed
11	YX	CHA	very_long	medium	very_long	Delayed
11	YX	EWR	nan	very_long	nan	Delayed
11	YX	GRB	medium	no_delay	medium	OnTime
11	YX	MCI	very_long	no_delay	very_long	Delayed
11	YX	TPA	no_delay	no_delay	no_delay	OnTime
11	ZW	GRB	very_long	long	long	Delayed
11	ZW	ILM	very_long	no_delay	no_delay	Delayed
11	ZW	ORF	no_delay	no_delay	no_delay	OnTime
10	OH	STL	very_long	no_delay	short	Delayed
10	OO	AMA	very_long	no_delay	medium	Delayed
10	OO	BQK	very_long	very_long	medium	Delayed
10	OO	BTM	medium	no_delay	no_delay	OnTime
10	OO	CDC	medium	no_delay	no_delay	OnTime
10	OO	DFW	nan	very_long	very_long	Delayed
10	OO	DLH	very_long	long	long	Delayed
10	OO	EKO	long	medium	no_delay	OnTime
10	OO	FLG	very_long	no_delay	medium	Delayed
10	OO	FSM	very_long	long	short	Delayed
10	OO	HDN	very_long	medium	medium	Delayed
10	OO	LAX	nan	very_long	very_long	Delayed
10	OO	ORD	nan	very_long	very_long	Delayed
10	OO	RDD	very_long	no_delay	long	Delayed
10	OO	RHI	very_long	no_delay	no_delay	Delayed
10	OO	XNA	very_long	long	medium	Delayed
10	PT	ALO	medium	no_delay	no_delay	OnTime
10	PT	DAY	long	no_delay	short	OnTime
10	PT	EWN	very_long	medium	long	Delayed
10	PT	PHL	nan	very_long	very_long	Delayed
10	PT	SYR	very_long	no_delay	long	Delayed
10	PT	TLH	long	no_delay	no_delay	OnTime
10	QX	MRY	medium	no_delay	medium	OnTime
10	UA	BZN	very_long	no_delay	long	Delayed
10	UA	GUM	very_long	no_delay	medium	Delayed
10	UA	MIA	very_long	no_delay	very_long	Delayed
10	UA	ORD	nan	very_long	nan	Delayed
10	UA	PHX	very_long	no_delay	very_long	Delayed
10	UA	TVC	very_long	no_delay	long	Delayed
10	WN	COS	very_long	no_delay	long	Delayed
10	WN	LGB	nan	very_long	very_long	Delayed
10	WN	MEM	very_long	no_delay	very_long	Delayed
10	WN	SAN	nan	very_long	nan	Delayed
10	YV	LGA	no_delay	no_delay	no_delay	OnTime
10	YV	MSY	no_delay	no_delay	no_delay	OnTime
10	YX	ALB	no_delay	no_delay	no_delay	OnTime
10	YX	DCA	very_long	long	very_long	Delayed
10	YX	DSM	long	no_delay	medium	OnTime
10	ZW	ALB	very_long	no_delay	no_delay	Delayed
10	ZW	BMI	very_long	no_delay	long	Delayed
10	ZW	DSM	very_long	medium	medium	Delayed
10	ZW	RIC	medium	no_delay	no_delay	OnTime
10	9E	BGR	very_long	no_delay	very_long	Delayed
10	9E	BNA	long	no_delay	short	OnTime
10	9E	EVV	long	no_delay	short	OnTime
10	9E	STL	very_long	no_delay	long	Delayed
10	9E	TUL	very_long	no_delay	long	Delayed
10	AA	IAD	very_long	no_delay	long	Delayed
10	AA	JAX	very_long	very_long	very_long	Delayed
10	AA	ORD	nan	very_long	very_long	Delayed
10	AA	SAN	nan	very_long	very_long	Delayed
10	AA	SDF	very_long	no_delay	very_long	Delayed
10	AA	SJC	very_long	no_delay	short	Delayed
10	AA	SJU	very_long	medium	very_long	Delayed
10	AA	SNA	very_long	medium	very_long	Delayed
10	AS	AUS	very_long	short	very_long	Delayed
10	AS	BOS	very_long	long	very_long	Delayed
10	AS	MSO	very_long	medium	long	Delayed
10	AS	SAN	nan	very_long	very_long	Delayed
10	AS	STS	long	no_delay	medium	OnTime
10	AS	YAK	very_long	medium	medium	Delayed
10	B6	AUS	long	no_delay	medium	OnTime
10	B6	RSW	very_long	no_delay	very_long	Delayed
10	B6	SAN	very_long	no_delay	very_long	Delayed
10	B6	SAV	very_long	no_delay	long	Delayed
10	C5	AMA	medium	no_delay	medium	OnTime
10	C5	BHM	long	no_delay	long	OnTime
10	DL	CHS	very_long	no_delay	very_long	Delayed
10	DL	COS	very_long	no_delay	medium	Delayed
10	DL	DAB	very_long	no_delay	long	Delayed
10	DL	DFW	very_long	medium	very_long	Delayed
10	DL	EWR	very_long	no_delay	very_long	Delayed
10	DL	ILM	medium	short	no_delay	OnTime
10	DL	KOA	very_long	no_delay	long	Delayed
10	DL	MDT	very_long	no_delay	short	Delayed
10	DL	OAK	long	no_delay	no_delay	OnTime
10	DL	PIT	very_long	no_delay	long	Delayed
10	DL	RNO	very_long	no_delay	short	Delayed
10	F9	EWR	very_long	no_delay	very_long	Delayed
10	F9	ORF	very_long	no_delay	medium	Delayed
10	F9	PSE	long	no_delay	no_delay	OnTime
10	G4	ABE	very_long	very_long	very_long	Delayed
10	G4	FNT	very_long	long	very_long	Delayed
10	G4	HGR	very_long	long	short	Delayed
10	G7	MHT	very_long	no_delay	long	Delayed
10	G7	ROC	very_long	no_delay	long	Delayed
10	MQ	AUS	very_long	no_delay	medium	Delayed
10	MQ	DSM	very_long	no_delay	medium	Delayed
10	MQ	GNV	very_long	no_delay	medium	Delayed
10	MQ	GRR	long	no_delay	short	OnTime
10	MQ	JAN	very_long	no_delay	medium	Delayed
10	MQ	MHK	very_long	no_delay	medium	Delayed
10	MQ	PIT	long	no_delay	medium	OnTime
10	MQ	RDU	very_long	no_delay	medium	Delayed
10	MQ	TVC	very_long	no_delay	long	Delayed
10	NK	BWI	very_long	no_delay	very_long	Delayed
10	NK	SJC	very_long	no_delay	very_long	Delayed
10	OH	CAE	very_long	medium	very_long	Delayed
9	9E	BTV	very_long	no_delay	long	Delayed
9	9E	DLH	long	no_delay	short	OnTime
9	9E	ILM	very_long	medium	long	Delayed
9	9E	MCI	very_long	no_delay	very_long	Delayed
9	9E	SAV	very_long	medium	very_long	Delayed
9	9E	TLH	very_long	no_delay	long	Delayed
9	AA	CVG	very_long	very_long	very_long	Delayed
9	AA	IND	very_long	long	very_long	Delayed
9	AA	PHX	nan	very_long	very_long	Delayed
9	AA	PNS	very_long	medium	long	Delayed
9	AA	PSP	very_long	no_delay	medium	Delayed
9	AA	SAN	nan	very_long	very_long	Delayed
9	AA	TYS	very_long	long	very_long	Delayed
9	AS	ANC	nan	very_long	very_long	Delayed
9	B6	ACK	very_long	long	very_long	Delayed
9	B6	BDL	very_long	long	very_long	Delayed
9	B6	LAS	very_long	no_delay	long	Delayed
9	B6	SEA	very_long	medium	medium	Delayed
9	B6	SJU	nan	very_long	very_long	Delayed
9	B6	TLH	long	no_delay	short	OnTime
9	C5	COS	medium	no_delay	medium	OnTime
9	DL	ATW	very_long	no_delay	very_long	Delayed
9	DL	AUS	nan	very_long	very_long	Delayed
9	DL	BUR	very_long	medium	long	Delayed
9	DL	CHA	very_long	medium	long	Delayed
9	DL	GSP	very_long	long	very_long	Delayed
9	DL	JAC	very_long	long	medium	Delayed
9	DL	LIT	very_long	long	long	Delayed
9	DL	RAP	medium	no_delay	no_delay	OnTime
9	DL	ROC	very_long	medium	medium	Delayed
9	F9	LGA	very_long	long	very_long	Delayed
9	F9	OMA	very_long	no_delay	short	Delayed
9	F9	SLC	very_long	short	very_long	Delayed
9	G4	ATW	very_long	medium	short	Delayed
9	G4	AUS	very_long	short	medium	Delayed
9	G4	BIL	very_long	no_delay	long	Delayed
9	G4	BLI	very_long	long	long	Delayed
9	G4	GEG	medium	no_delay	no_delay	OnTime
9	G4	IDA	medium	no_delay	short	OnTime
9	G4	JAX	very_long	no_delay	long	Delayed
9	G4	XNA	very_long	no_delay	medium	Delayed
9	G7	BUF	very_long	no_delay	very_long	Delayed
9	G7	LEX	no_delay	no_delay	no_delay	OnTime
9	G7	STL	very_long	long	very_long	Delayed
9	HA	JFK	very_long	no_delay	no_delay	Delayed
9	HA	LIH	very_long	medium	medium	Delayed
9	MQ	BIL	very_long	no_delay	long	Delayed
9	MQ	ICT	very_long	no_delay	very_long	Delayed
9	MQ	JAX	very_long	long	very_long	Delayed
9	NK	ORD	very_long	very_long	very_long	Delayed
9	NK	SEA	very_long	no_delay	very_long	Delayed
9	NK	SMF	very_long	long	very_long	Delayed
9	NK	SNA	very_long	no_delay	long	Delayed
9	OH	IAD	very_long	very_long	long	Delayed
9	OH	LAN	long	no_delay	short	OnTime
9	OH	LEX	very_long	very_long	long	Delayed
9	OH	MSP	very_long	no_delay	medium	Delayed
9	OH	SDF	very_long	medium	very_long	Delayed
9	OO	ALB	very_long	no_delay	short	Delayed
9	OO	BFL	very_long	medium	long	Delayed
9	OO	BQK	very_long	long	medium	Delayed
9	OO	DVL	very_long	no_delay	short	Delayed
9	OO	EKO	very_long	medium	no_delay	Delayed
9	OO	FLG	very_long	medium	long	Delayed
9	OO	GSP	very_long	no_delay	medium	Delayed
9	OO	HOB	very_long	medium	long	Delayed
9	OO	HPN	very_long	long	long	Delayed
9	OO	MBS	very_long	long	long	Delayed
9	OO	MKE	very_long	very_long	very_long	Delayed
9	OO	XWA	very_long	no_delay	medium	Delayed
9	PT	MYR	very_long	medium	very_long	Delayed
9	PT	PGV	very_long	very_long	very_long	Delayed
9	QX	BIL	very_long	no_delay	long	Delayed
9	QX	YKM	very_long	no_delay	medium	Delayed
9	UA	BUR	very_long	no_delay	very_long	Delayed
9	UA	DFW	very_long	long	very_long	Delayed
9	UA	GSP	very_long	no_delay	long	Delayed
9	UA	MSN	very_long	no_delay	long	Delayed
9	UA	MTJ	very_long	no_delay	medium	Delayed
9	WN	AUS	nan	long	very_long	Delayed
9	WN	BZN	very_long	no_delay	medium	Delayed
9	WN	CHS	very_long	no_delay	very_long	Delayed
9	WN	EUG	very_long	no_delay	medium	Delayed
9	WN	LIT	very_long	no_delay	medium	Delayed
9	WN	MDW	nan	very_long	very_long	Delayed
9	WN	SAV	very_long	no_delay	long	Delayed
9	WN	TUS	very_long	no_delay	very_long	Delayed
9	YV	BNA	long	no_delay	no_delay	OnTime
9	YV	SAT	medium	no_delay	medium	OnTime
9	YV	XNA	very_long	no_delay	medium	Delayed
9	YX	CVG	very_long	no_delay	very_long	Delayed
9	YX	HYA	no_delay	no_delay	no_delay	OnTime
9	YX	MYR	very_long	no_delay	medium	Delayed
9	ZW	CMH	no_delay	no_delay	no_delay	OnTime
9	ZW	PIA	very_long	no_delay	long	Delayed
8	9E	BIS	no_delay	no_delay	no_delay	OnTime
8	9E	BUF	very_long	very_long	very_long	Delayed
8	9E	DLH	very_long	no_delay	long	Delayed
8	9E	DSM	very_long	long	very_long	Delayed
8	9E	SAV	very_long	no_delay	very_long	Delayed
8	9E	SDF	very_long	no_delay	long	Delayed
8	AA	BOS	nan	very_long	very_long	Delayed
8	AA	BZN	very_long	short	very_long	Delayed
8	AA	EGE	very_long	medium	very_long	Delayed
8	AA	ELP	very_long	no_delay	very_long	Delayed
8	AA	SLC	nan	very_long	very_long	Delayed
8	AA	SYR	very_long	very_long	very_long	Delayed
8	AS	ABQ	long	no_delay	medium	OnTime
8	AS	BOI	very_long	no_delay	long	Delayed
8	AS	LAX	very_long	very_long	very_long	Delayed
8	AS	SEA	nan	very_long	nan	Delayed
8	B6	JAX	very_long	long	very_long	Delayed
8	B6	MVY	very_long	very_long	very_long	Delayed
8	C5	ALB	very_long	very_long	very_long	Delayed
8	C5	PVD	very_long	no_delay	very_long	Delayed
8	DL	BHM	very_long	medium	very_long	Delayed
